,id,date,dateYear,dateMonth,dateDay,rating,content
26,27,20220413,2022,04,13,1,"UI가 너무 난잡하고, 거치는 과정이 많습니다. 리브는 한 화면에 딱 필요한 정보하고 버튼 몇개만 여유롭게 배치 돼있는데, 스타뱅킹은 반응속도도 느리면서 너무 많은 버튼과 정보가 화면에 여유 공간 없이 존재합니다. PPT 만 해도 여백 없는 페이지로 꽉 채우면 답답하고 피곤하지 않습니까. 마찬가지에요. 한 화면에 여백도 없이 모든 걸 넣으면 어떻게 쓰라는 겁니까. 걍 어렵게 돌아가지 말고, 리브로 통합 하든지, 리브 디자인을 배우든지 했으면 좋겠네요."
27,28,20220302,2022,03,02,1,"몇 개월이 지나도 바뀐게 없네요. 여전히 사용하기 불편한게 한두가지가 아닙니다. 특히 다건 이체 진행할 때 단축이체는 왜 없는거죠? 예전 버전에는 유용하게 썼는데 지금은 처음 1건만 가능하고 메뉴에 없으니 10여년만에 PC에서 다건이체 진행하고 있습니다. 리뷰들을 보면 답변은 잘 달아주시는데 어플 기획, 개발팀에 내용 좀 전달해 주세요. ‐--------- 별하나도 아까운 업데이트네요. 어쩔수 없어 하나고요. 솔직히 자체 테스트 검증 절차가 없는지 궁금합니다. 출시 전에 안 써보시나요? 적응을 떠나서 사용자가 헤매고 못 찾는다면 문제 있어보입니다. 이전 버전보다 여러가지로 후퇴한 느낌입니다."
28,29,20220505,2022,05,05,3,"계좌정보 떠 있는 홈 화면에서 이체 누르고 들어가서, 아래 뜨는 계좌입력 메뉴 중 돋보기 눌러서 검색하고 싶은 이름 치면 나오는 리스트 중, 최근과 자주쓰는 항목 그 밑에 위치해 나오는 빠른이체에 저장된 검색결과 계좌를 눌러서 계좌 이체 시도하면, otp비번 누를 필요 없는 빠른이체 설정이 적용되는 방식으로 이체된다구요? 플립3 쓴적 있고 지금은 갤22울트라 입니다. 저는 앱 업데이트 이후부터 지금까지 된적이 없는데.. 내부적으로는 그게 적용이 됐다는 말씀이시죠...???"
29,30,20220615,2022,06,15,3,"전체적으로 큰 문제는 없는듯 합니다. 하지만 10분안에 갱신 안하면 자동 로그아웃되는 기능이 있는데, 이는 어쩔수 없긴 합니다. 다른 은행도 마찬가지니까요. 하지만 pc 홈페이지에는 남은 시간을 상단에서 확인할수 있는 반면 모바일에는 없어서 어려움을 겪고 있습니다. 모바일앱에서도 남은 시간 표기해줄수는 없나요"
30,31,20220704,2022,07,04,3,국민은행 계좌해지 하고 인터넷/모바일 앱 해지~ 했습니다..그런데 장기 미사용 고객이라 하면서 안내문자가 왔습니다... 계좌해지 하면서 뱅킹도 해지 했는데?혹시나 해서 로그인 하니 로그인됨.... 인증서 폐기된것도 확인 인터넷 뱅킹 또는 모바일 앱 해지하면 개인정보가 삭제되어야 하는게 아닌지 ID로 로그인 하면 해지된 ID라고 뜹니다 뭐가 뭔지 하나도 모르겠고 새로운 ID로 가입하면 기존 인증 발급/삭제 내역 확인이~~ 가능한지 답변 부탁드려요
31,32,20220705,2022,07,05,3,입출금시 팝업알림이 제대로 안뜹니다. 스타알림 어플은 바로바로 폰화면 켜지면서 알림오는데 이상하게 스타뱅킹은 그러질않습니다. 그래서 여전히 스타알림 어플로 입출금알림을 이용중인데 그마저도 곧 서비스종료된대서 걱정돼서 문의남깁니다. 핸드폰 기종은 노트20울트라 입니다
32,33,20220710,2022,07,10,1,진지하게 묻습니다만 왜 최근에 업뎃하면서 기존 KB모바일인증서 말곤 지문인식로그인 기능을 삭제시켰나요? 이것도 자사 인증서만 사용토록 강제유도하는 건데 잘못된 거 아닌가요? 답변 관련 추가 문의) 예전엔 공동인증서로도 지문인증을 등록해 사용할 수 있었는데 그걸 없애버린게 고객 편의를 위한다라는 건 무슨 논리인가요? 관리가 줄어드는 국민은행의 편의방식이지 않나요? 지문사용 로그인 등록시 본인인증이 필요한 거고 그걸 위해 인증서가 필요한건데 과거엔 KB인증서든 공동인증서든 다 허용해주던 걸 최근엔 ONLY KB인증서만 허용한게 더 불편하다구요. 그리고 한가지 더..무통장무카드 ATM출금도 스마트OTP인증을 해야 사용할 수 있던데 이건 무슨 행위인지요? 카드도 통장도 없는 즉 당장 지갑이 없고 폰만 있을때 쓰라고 만든게 스마트ATM출금일텐데 물리적 OTP가 필수인 방식이라면 이게 뭔 소용일까요? 인증서비번이나 QR인증 등으로 해야 마땅하지 않을까요?
33,34,20220315,2022,03,15,2,"좋은 어플 개발해주셔서 감사합니다 한 가지 불편한 점이 있는데요.. 제가 태블릿에 wifi나 데이터를 안쓰고 이더넷으로 랜선을 연결하여 사용합니다. 그런데 이렇게 연결하면 NT006오류가 뜨면서 네트워크가 불안정하다고 하며 앱을 사용할 수 없습니다. 와이파이가 가능한 상황에서만 되더라고요.. 태블릿 유저들이 많아지는 만큼, 와이파이 없이 이더넷 유선연결만으로도 어플을 이용할 수 있게 배려해주시면 정말 감사드리겠습니다. 고맙습니다."
34,35,20220701,2022,07,01,4,"최근 밀고있는 KB페이 관련 현장결제시 바코드 외에 NFC사용하는것도 지원해주세요 (KB페이앱은 NFC, 바코드 둘 다 지원하는데 왜 이곳은.... ㅜ.ㅜ) 다른 건 이전 대비 조금씩 나아지고 있는 느낌(?)이 듭니다~~~"
35,36,20220421,2022,04,21,5,"[2022/04/20] UI가 Trendy 하게 변하고 멋져요~ 이번 업뎃에 다건이체시 단축이체 부활. 오~ 관련부서에 전달하겠다는 답변이 있었는데, 약속을 지키줘서 고맙습니다. (_ _) 대반전은 이전보다 더 좋아진 다건이체. 다건이체 추가시 '단축이체'는 여러 개를 한번에 추가할 수 있다는~~!!!! 앱 개발자가 진정 사용자 입장에서 고민한 게 보입니다~~너무넘 칭찬합니다~♡♡ [2021/10/29] 업데이트 후에 다건이체시 단축이체만 사라진 것을 불만사항으로 의견을 제시함. 답변으로는 관련부서에 전달하겠다는..."
36,37,20220327,2022,03,27,1,답변 주신 거 봤는데 이미 제가 다 해본 것들이네요. 휴대폰 지문 인식 잠금 설정은 폰 사자마자 이용해왔구요. 어플 업데이트 후 지문 인식이 안 돼서 모바일인증서 지문 설정도 다시 해봤지만 여전히 인식이 안 되기에 리뷰 남긴 겁니다. 어플 업데이트 전에는 잘만 됐었고 휴대폰 잠금이나 다른 어플 지문 인식도 계속 잘 됩니다. 혹시 폰이 이상한가 해서 다른 어플 지문 인식 되는 거 확인하고 스타뱅킹 들어가니 그 순간만 잠깐 되고 다시 먹통이네요.. 문제점 확인 개선 바랍니다.
37,38,20220512,2022,05,12,4,"전체적으로는 만족스럽습니다. 다만 제가 항상 사용하는 부분이 챗봇 아이콘으로 가려져서 불편하네요. (챗봇 사용하고 싶지 않은데, 자꾸 들어가져서요) 추가로 매월말 실적조회가 정확히 되지 않아 너무 불편합니다. 실시간으로 정확한 데이터가 조희되게 해주세요."
38,39,20220414,2022,04,14,1,기존에는 들어가자마자 계좌랑 잔액이 한눈에 보였는데 업데이트하더니 몇번이나 스와이프해야되거나 별도 메뉴들어가서 봐야되서 더 불편해짐. 설정도 복잡하고 효율이 떨어짐. 폰트크기나 배율 조절 같은 설정을 넣는게 나을거 같은데요. 놓쳐선안될kb서비스 이런 광고요소는 자유롭게 없앨수 있어야되는데 왜 그런건 제한해놓은건지. 절레절레...
39,40,20220221,2022,02,21,1,업데이트하고나서 이체화면이 너무 귀찮아졌습니다. 타 은행에 비해 한 화면에서 이체정보를 다 확인할수있는게 큰 메리트중 하나였는데 정보 하나씩 입력하며 다음 화면으로 넘어가는게 너무 불편해요. 주 거래 은행이라 계속 써야하긴하겠지만 이체 화면이 너무 불편해진건 어쩔수가 없네요 다시 이전버전으로 돌려주셨으면 좋겠습니다.
40,41,20220604,2022,06,04,4,"간편인증로그인이 안드로이드에서는 잘 안됨. IOS는 잘 되고 있는데... 안드로이드에서는 처음에 한 번 간편인증이 성공했는데 스마트폰을 껐다가 켜도 알림팝업이 안 뜸. 국세청, 국민신문고 둘 다 똑같은 증상임. 간편인증때문에 앱과 모바일인증서 지우고 다시 깔아야만 해결이 되는걸까?"
41,42,20220607,2022,06,07,1,"전체적으로 업데이트된지 한참된거 같은데 참다참다 올립니다. 결론은 전버전보다 더 나빠졌네요. 저는 이체 메뉴를 많이 사용하는데요 전에는 이체화면이 한 화면에서 다 이루어졌습니다. 즉, 이체화면이라는 기본화면이 있고 금액, 계좌번호, 받는분표기, 내통장표기 등등을 빈칸넣기식으로 되어있었던거죠. 그런데 바뀌고 나서는 금액넣을려고하면 금액화면으로 전환, 계좌넣을려면 계좌화면으로 전환, 이름넣을려면 또 전환... 정신없는거는 둘째치고 전환하고 돌아오면 기존에 입력했던 다른 정보가 바뀌어있다는겁니다. 예를들어 금액, 계좌를 입력하고 받는분 통장 기재사항을 쓰다가 아 계좌가 잘못되었네 하고 계좌를 변경하고 오면 금액부분이 0원이 되어 있다거나, 또 뭘 수정하고 오면 내통장 기재사항이 초기화 되어 있다거나 하는 식입니다. 다건이체도 불편해져서 이젠 한건한건 이체합니다. 모 유명 라디오 방송의 팟캐스트 버전에서 금융앱중에서 국민은행앱이 사용성 최악이다라는 말을 들었는데 맞는 듯 합니다."
42,43,20220605,2022,06,05,5,단축이체 관련 1. 단축이체 등록 시 입력한 '내 통장 표시' 항목이 단축이체 할 때는 반영되지 않고 디폴트 값(이름)으로만 나옵니다. 2. '내 통장 표시' 항목의 길이가 단축이체 등록할때는 7자리. 일반 계좌이체는 '내 통장 표시' 항목의 길이가 14자리 입니다. 같은 항목인데 길이가 달라서 불편하네요. 확인해주세요 개발팀에 꼭 전달 부탁드려요
43,44,20220521,2022,05,21,1,"요즘에 이런 앱이 있다는게 신기할 정도네요 아이디도 대문자만 되고 비번도 영문대문자와 숫자만 되고 비번 재설정하는데 계속 실패해서 40분 걸림 헐... 나중에 이유를 알고 나니 더 열받음 - 재설정 비번에 특수문자 입력하여 실패(요즘에 특수문자 입력안되는 시스템이 있다니...) - 영문자, 숫자만 된다고 해서 3회 시도하는데 계속 실패 - 마우스 키보드 열어보니 모두 대문자만 입력가능해서 대문자와 숫자만 입력하니 성공하네요 근데 비번이 설정시 룰에 안맞다고 오류나면 비번재설정 인증을 처음부터 다시 해야함 아이디, 계좌번호, 계좌비번 > OTP 넣고 비번 재설정 -> 비번이 룰에 안맞으면 이과정 무한 반복... 시스템 수준이 한심하고 이정도 마인드이면 다른 서비스 수준이나 픔질도 문제가 많을것 같아 이 은행 계좌사용 안할 생각임..."
44,45,20220529,2022,05,29,4,리브가 중단된다니 아쉽습니다 제가 못찾는 건지 모르겠으나 스타뱅킹에도 리브에 있는 결혼축하 카드나 부의카드 보낼 수 있는 기능이 있으면 좋겠네요 그 외에는 쓰기에 불편하지 않습니다 스타뱅킹을 병행하고 있으나 리브가 손에 익어 자주 쓰지는 않게 되네요 그래도 훌륭한 스타뱅킹이 되리라 믿습니다 잘 쓸게요~~
45,46,20220327,2022,03,27,2,"업데이트하고 왜이렇게 불편해졌나요. 이전에는 화면 한눈에 전체계좌가 확인되고 화면 안에 리스트도 많이 표기됐는데, 이제 하나하나 따로 확인해야 하고 글씨는 큼지막하고 널찍널찍 한화면에 몇 줄 밖에 안나오고 이건 노인분들을 위해 이렇게 한 건지, 옵션으로라도 조절할수 있게 해 주세요"
46,47,20220603,2022,06,03,1,지점 상담예약할 때 왜 위치기반 동의가 필요하죠? 지점 이름 으로 찾아도 되는 기능이 있으나 막아놓고 반드시 위치기반을 강요하는 이유를 설명해 주세요. 정당한 설명이 없다면 내 위치정보를 가져가서 사용하려는 불순한 의도라고 판단합니다. 지점찾기 하면 반드시 앱의 위치정보에 동의해야만 이유 말입니다. 일방적 강요는 선택을 강요하는 것으로 바뀝니다
47,48,20220503,2022,05,03,1,"인증서 암호 입력이 아무 버튼도 먹히지 않네요. 스페이스바, 지우기는 먹히는 데 나머지는 다 안먹힙니다. 도대체가 FAQ에도 없고, 챗봇 상담에도 안나오고, 캐시 다 지워봐도 V3 재설치해도 아무것도 효과 없습니다. 이런 멍청한 오류는 왜 생기는 거죠? 어플 다시 설치하니 공동인증서 암호를 다시 입력하라는데 또 입력이 안먹혀서 어플 기능을 사용조차 못하네요. 이게 왜 이래요"
48,49,20220405,2022,04,05,1,이전 버전에서는 다건이체시 단축이체 등록해놓은거 불러오면 금방이체하는데 이번 앱은 다검이체 메뉴에 단축이체가 없어요 일일이 다 쓰거나 건건이 이체해야되네요. 일부러 앱 오래쓰라고 수고스럽게 사용성을 후퇴시킨건가요? -------------- 답변보고 다시 써요. 동일계좌로 다건이체시에 단축이체가 가능하다고요? 답변자는 앱 써보고 답변쓰는거죠? 이체 트리 좀 봅시다. 어떻게 가능한지?
49,50,20220308,2022,03,08,1,계좌 번호 복사하기 기능이 있는건가요? 다른 은행어플은 전부 계좌번호 복사가 간편하게 이뤄지는데 이 어플은 있다면 어디있나요? 매번 계좌번호 손으로 꾹꾹 눌러쓰는거 힘드네요. 그리고 계속 v3앱 설치해서 실행하라고 메시지뜨면서 어플이용 안되는데 설치하고 켜도 똑같네요? 뭐 어쩌라는건가요
50,51,20220303,2022,03,03,4,개발자님 노트10 인데 최근 안드로이드 업데이트 이후 가입화면-주소선택에서 스크롤이 내려가지 않아요. 국민은행 가입하고 싶은데 안되네요ㅜㅠ 전원 다시시작하고 어플 업데이트 전부 확인했는데 안됩니다. 혹시나해서 보이는 버튼 다 클릭해도 안됩니다. S펜으로 해도 안내려갑니다
51,52,20220503,2022,05,03,1,아니 리브가 없어진대서 스타뱅킹으로 거래하는데 너무 불편해요 이체할때 불편.. 간편이체 좀 개설해서 지문으로 이체됐으면 좋겠어요 + 추가합니다 이미 모바일인증서로 이체하고 있어요 그런데 이체할때 계좌비밀번호 -> 모바일인증서비밀번호 이렇게 두가지나 입력을 해야 하던데 그게 번거롭다고 말씀드린거에요 + 또 추가합니다 2백만원이 아닌 2만원만 이체할때에도 계좌비번->간편비번 두가지 입력하던데 혹시 설정에서 변경하는 건가요? 저도 전에 리브처럼 편하게 이용하고 싶어서 자꾸 댓글을 다네요ㅠㅠ
52,53,20220425,2022,04,25,1,업데이트도 다 했는데 접속이 안됩니다. 들어가려고 하면 곰돌이 아이콘만 뜨고 들어가지질 않네요. v3 사용중지라는데 잘 구동중이구요...webview 업데이트까지 다 되어있는 상태입니다. 다른 은행이나 계좌앱은 안그러는데 유독 국민은행앱만 오류가 잦네요
53,54,20220511,2022,05,11,2,"간단한 계좌 조회, 이체등은 잘 되는데 다른 메뉴 이용시 에러가 너무 심해요. 예를들면 미사용 쿠폰 있으니 쿠폰함 확인하시고 국민은행 앱에서 먼저 알림이 와서 쿠폰함을 확인해보고 싶은데 무한로딩/화면안뜸으로 조회 불가.. 앱 종료, 재실행, 조회 재시도 여러번 해 봐도 여전히 무한로딩 및 화면안뜸ㅋㅋㅠㅠ 5번 넘게 해 보고 포기했어요. 궁금증만 남기고 가네요. 앱은 최신버전입니다."
54,55,20220528,2022,05,28,3,질문드립니다. 잘 사용하고 있었는데요 저번에 업데이트 되었는지 이체시 지문으로 이체를 했었는데 어느날 암호설정 6자리 입력 하라고 해서 했는데 그 뒤로 지문이 아닌 6자리를 입력해야 하는데 지문으로 어찌 변경하나요? 예를 들면 이체 하면 통장 비번4자리 입력후 다음 화면에서 6자리를 입력 또 하라는데 이걸 예전처럼 지문으로 하고 싶어요
55,56,20220602,2022,06,02,1,신분증 촬영이 너무 안돼요. 맨처음 가입할때 신분증 촬영하게 하는데 제대로 초점도 안잡히고 안찍힙니다. 조치 부탁드리며 시크리트카드 등 다른 인증방법 도입도 가능할것 같습니다.
56,57,20220323,2022,03,23,1,마이데이터 알림떠서 들어가면 오류 무한반복 신용조회 알림온거 한번을 제대로 정상적이게 실행해서 확인해본적이 없습니다 대체 왜 어째서 데이터/와이파이 전부 정상인데 알림온걸 확인할수없는건가요? 진짜 환장하겠습니다 마이데이터 알림와서 확인해보면 제휴기관 정보를 받어올수없다는데 이따위로 할거면 왜 만든겁니까
57,58,20220222,2022,02,22,1,다른 어플할때는 잘만되는데 스타뱅킹어플만 실행하면 클릭할때마다 10초씩 딜레이먹다가 와이파이랑 데이터 문제라고 뜨는데 이건 어플문제아닌가여 공동인증서 하나만들려는데 2시간동안 계속 네트워크문제있다고 해서 결국 못만들고 화가나서 그냥 꺼버렸네요 제 폰이 문제일수도있는데 국민카드어플로 일볼때는 진짜빠르게 잘되는데 스타뱅킹만들어가면 이러니 문의남깁니다 한번 검토해주시면 감사하겠습니다
